item_id,category,name,subtype,rarity,attunement,consumable,source,heliana_n,heliana_recipes,notes,rarity_norm,category_norm,attunement_norm,source_ref,power_band
wand_of_secrets,Wand,Wand of Secrets,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),0,,This wand has 3 charges and regains 1d3 expended charges daily at dawn.,uncommon,wand,no,DMG,2
wand_of_web,Wand,Wand of Web,,Uncommon,Spellcaster Required,False,DMG 2024 (Magic Items A–Z PDF),0,,This wand has 7 charges.,uncommon,wand,yes,DMG,2
wand_of_wonder,Wand,Wand of Wonder,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,This wand has 7 charges.,rare,wand,yes,DMG,3
wand_of_the_war_mage_plus1_plus2_or_plus3,Wand,"Wand of the War Mage, +1, +2, or +3",,"Uncommon (+1), Rare (+2),; Very Rare (+3)",Spellcaster Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"While holding this wand, you gain a bonus to spell attack rolls determined by the wand’s rarity.",very rare,wand,yes,DMG,4
adamantine_weapon,Weapon,Adamantine Weapon,Any Ammunition or Melee Weapon,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This weapon or piece of ammunition is made of adamantine, one of the hardest substances in existence.",uncommon,weapon,no,DMG,2
ammunition_of_slaying,Weapon,Ammunition of Slaying,Any Ammunition,Very Rare,,True,DMG 2024 (Magic Items A–Z PDF),0,,"This magic ammunition is meant to slay creatures of a particular type, which the DM chooses or determines randomly by rolling on the table below.",very rare,weapon,no,DMG,3
ammunition_plus1_plus2_or_plus3,Weapon,"Ammunition, +1, +2, or +3",Any Ammunition,"Uncommon (+1), Rare (+2),; Very Rare (+3)",,True,DMG 2024 (Magic Items A–Z PDF),0,,You have a bonus to attack rolls and damage rolls made with this piece of magic ammunition.,very rare,weapon,no,DMG,3
axe_of_the_dwarvish_lords,Weapon,Axe of the Dwarvish Lords,Battleaxe,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,A young dwarf prince set out to forge a weapon that would be regarded as a symbol of unity among his people.,artifact,weapon,yes,DMG,5
berserker_axe,Weapon,Berserker Axe,"Battleaxe, Greataxe, or Halberd",Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,rare,weapon,yes,DMG,3
blackrazor,Weapon,Blackrazor,Greatsword,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"Hidden in the dungeon of White Plume Mountain, Blackrazor shines like a piece of night sky filled with stars.",artifact,weapon,yes,DMG,5
dagger_of_venom,Weapon,Dagger of Venom,Dagger,Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,rare,weapon,no,DMG,3
dancing_sword,Weapon,Dancing Sword,"Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You can take a Bonus Action to toss this magic weapon into the air.,very rare,weapon,yes,DMG,4
defender,Weapon,Defender,Any Melee Weapon,Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon.,legendary,weapon,yes,DMG,5
dragon_slayer,Weapon,Dragon Slayer,Any Simple or Martial,Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,rare,weapon,no,DMG,3
dwarven_thrower,Weapon,Dwarven Thrower,Warhammer,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon.,very rare,weapon,yes,DMG,4
energy_bow,Weapon,Energy Bow,Longbow or Shortbow,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon, which has no string.",very rare,weapon,yes,DMG,4
executioner_s_axe,Weapon,Executioner’s Axe,"Battleaxe, Greataxe, Halberd, or Handaxe",Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,very rare,weapon,no,DMG,4
flame_tongue,Weapon,Flame Tongue,Any Melee Weapon,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"While holding this magic weapon, you can take a Bonus Action and use a command word to cause flames to engulf the damage-dealing part of the weapon.",rare,weapon,yes,DMG,3
frost_brand,Weapon,Frost Brand,"Glaive, Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"When you hit with an attack roll using this magic weapon, the target takes an extra 1d6 Cold damage.",very rare,weapon,yes,DMG,4
giant_slayer,Weapon,Giant Slayer,Any Simple or Martial,Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,rare,weapon,no,DMG,3
hammer_of_thunderbolts,Weapon,Hammer of Thunderbolts,Maul or Warhammer,Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,legendary,weapon,yes,DMG,5
holy_avenger,Weapon,Holy Avenger,Any Simple or Martial,Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon.,legendary,weapon,yes,DMG,5
javelin_of_lightning,Weapon,Javelin of Lightning,Javelin,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),0,,"Each time you make an attack roll with this magic weapon and hit, you can have it deal Lightning damage instead of Piercing damage.",uncommon,weapon,no,DMG,2
luck_blade,Weapon,Luck Blade,"Glaive, Greatsword, Longsword, Rapier, Scimitar, Sickle, or Shortsword",Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,legendary,weapon,yes,DMG,5
lute_of_thunderous_thumping,Weapon,Lute of Thunderous Thumping,Club,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,This reinforced lute can be wielded as a magic Club that deals an extra 2d8 Thunder damage on a hit.,very rare,weapon,no,DMG,4
mace_of_disruption,Weapon,Mace of Disruption,Mace,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"When you hit a Fiend or an Undead with this magic weapon, that creature takes an extra 2d6 Radiant damage.",rare,weapon,yes,DMG,3
mace_of_smiting,Weapon,Mace of Smiting,Mace,Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,rare,weapon,no,DMG,3
mace_of_terror,Weapon,Mace of Terror,Mace,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,This magic weapon has 3 charges and regains 1d3 expended charges daily at dawn.,rare,weapon,yes,DMG,3
moon_touched_sword,Weapon,Moon-Touched Sword,"Glaive, Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Common,,False,DMG 2024 (Magic Items A–Z PDF),0,,"In Darkness, the unsheathed blade of this weapon sheds moonlight, creating Bright Light in a 15-foot radius and Dim Light for an additional 15 feet.",common,weapon,no,DMG,1
moonblade,Weapon,Moonblade,"Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"Of all the magic items created by elves, one of the most prized and jealously guarded is a Moonblade.",legendary,weapon,yes,DMG,5
nine_lives_stealer,Weapon,Nine Lives Stealer,Any Simple or Martial,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +2 bonus to attack rolls and damage rolls made with this magic weapon.,very rare,weapon,yes,DMG,4
oathbow,Weapon,Oathbow,Longbow or Shortbow,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"When you nock an arrow on this bow, it whispers in Elvish, “Swift defeat to my enemies.” When you use this weapon to make a ranged attack, you can utter or sign the following command words:“Swift death to you who have wronged me.” The target of your attack becomes your sworn enemy until it dies or until dawn 7 days later.",very rare,weapon,yes,DMG,4
quarterstaff_of_the_acrobat,Weapon,Quarterstaff of the Acrobat,Quarterstaff,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You have a +2 bonus to attack rolls and damage rolls made with this magic weapon.,very rare,weapon,yes,DMG,4
scimitar_of_speed,Weapon,Scimitar of Speed,Scimitar,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +2 bonus to attack rolls and damage rolls made with this magic weapon.,very rare,weapon,yes,DMG,4
silvered_weapon,Weapon,Silvered Weapon,Any Simple or Martial,Common,,False,DMG 2024 (Magic Items A–Z PDF),0,,An alchemical process has bonded silver to this magic weapon.,common,weapon,no,DMG,1
sun_blade,Weapon,Sun Blade,Longsword,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,This item appears to be a sword hilt.,rare,weapon,yes,DMG,3
sword_of_answering,Weapon,Sword of Answering,Longsword,Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +3 bonus to attack rolls and damage rolls made with this sword.,legendary,weapon,yes,DMG,5
sword_of_kas,Weapon,Sword of Kas,Longsword,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,Kas was a powerful warrior who served Vecna and whose loyalty was rewarded with this sword.,artifact,weapon,yes,DMG,5
sword_of_life_stealing,Weapon,Sword of Life Stealing,"Glaive, Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"When you attack a creature with this magic weapon and roll a 20 on the d20 for the attack roll, that target takes an extra 15 Necrotic damage if it isn’t a Construct or an Undead, and you gainTemporar…",rare,weapon,yes,DMG,3
sword_of_sharpness,Weapon,Sword of Sharpness,"Glaive, Greatsword, Longsword, or Scimitar",Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"When you attack an object with this magic weapon and hit, maximize your weapon damage dice against the target.",very rare,weapon,yes,DMG,4
sword_of_vengeance,Weapon,Sword of Vengeance,"Glaive, Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,uncommon,weapon,yes,DMG,2
sword_of_wounding,Weapon,Sword of Wounding,"Glaive, Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"When you hit a creature with an attack using this magic weapon, the target takes an extra 2d6 Necrotic damage and must succeed on a DC 15 Constitution saving throw or be unable to regainHit Points for 1 hour.",rare,weapon,yes,DMG,3
sylvan_talon,Weapon,Sylvan Talon,"Dagger, Rapier, Scimitar, Shortsword, Sickle, or Spear",Common,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"While this weapon is on your person, you understand the nonwritten communication of all Fey, and they understand yours.",common,weapon,yes,DMG,1
thunderous_greatclub,Weapon,Thunderous Greatclub,Greatclub,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"While you are attuned to this magic weapon, your Strength is 20 unless your Strength is already equal to or greater than that score.",very rare,weapon,yes,DMG,4
trident_of_fish_command,Weapon,Trident of Fish Command,Trident,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"This magic weapon has 3 charges, and it regains 1d3 expended charges daily at dawn.",uncommon,weapon,yes,DMG,2
vicious_weapon,Weapon,Vicious Weapon,Any Simple or Martial,Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,This magic weapon deals an extra 2d6 damage to any creature it hits.,rare,weapon,no,DMG,3
vorpal_sword,Weapon,Vorpal Sword,"Glaive, Greatsword, Longsword, or Scimitar",Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon.,legendary,weapon,yes,DMG,5
walloping_ammunition,Weapon,Walloping Ammunition,Any Ammunition,Common,,True,DMG 2024 (Magic Items A–Z PDF),0,,A creature hit by this ammunition must succeed on a DC 10 Strength saving throw or have the Prone condition.,common,weapon,no,DMG,1
wave,Weapon,Wave,Trident,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"Held in the dungeon of White Plume Mountain, Wave is engraved with images of waves, shells, and sea creatures.",artifact,weapon,yes,DMG,5
weapon_of_warning,Weapon,Weapon of Warning,Any Simple or Martial,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"As long as this weapon is within your reach and you are attuned to it, you and allies within 30 feet of you gain the following benefits.",uncommon,weapon,yes,DMG,2
weapon_plus1_plus2_or_plus3,Weapon,"Weapon, +1, +2, or +3",Any Simple or Martial,"Uncommon (+1), Rare (+2),; Very Rare (+3)",,False,DMG 2024 (Magic Items A–Z PDF),0,,You have a bonus to attack rolls and damage rolls made with this magic weapon.,very rare,weapon,no,DMG,4
whelm,Weapon,Whelm,Warhammer,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,Whelm is a powerful weapon forged by dwarves and lost in the dungeon of White Plume Mountain.,artifact,weapon,yes,DMG,5
alchemy_jug,Wondrous Item,Alchemy Jug,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),0,,This ceramic jug appears to be able to hold a gallon of liquid and weighs 12 pounds whether full or empty.,uncommon,wondrous,no,DMG,2
amulet_of_health,Wondrous Item,Amulet of Health,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),1,"Amulet of Health [gp=7,000, rar=R, att=Req, type=Beast, meta=Mammoth, comp=Heart]",Your Constitution is 19 while you wear this amulet.,rare,wondrous,yes,DMG,3
amulet_of_proof_against_detection_and_location,Wondrous Item,Amulet of Proof against Detection and Location,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),1,"Amulet of Proof against Detection and Location [gp=1,000, rar=U, att=Req, type=Fey, comp=Antenna]","While wearing this amulet, you can’t be targeted by Divination spells or perceived through magical scrying sensors unless you allow it.",uncommon,wondrous,yes,DMG,2
amulet_of_the_planes,Wondrous Item,Amulet of the Planes,,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),1,"Amulet of the Planes [gp=20,000, rar=V, att=Req, type=Fiend, comp=Soul]","While wearing this amulet, you can take a Magic action to name a location that you are familiar with on another plane of existence.",very rare,wondrous,yes,DMG,4
apparatus_of_kwalish,Wondrous Item,Apparatus of Kwalish,,Legendary,,False,DMG 2024 (Magic Items A–Z PDF),0,,This item first appears to be a sealed iron barrel weighing 500 pounds.,legendary,wondrous,no,DMG,5
baba_yaga_s_dancing_broom,Wondrous Item,Baba Yaga’s Dancing Broom,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,The archfey Baba Yaga crafted many of these magic brooms.,uncommon,wondrous,yes,DMG,2
bag_of_beans,Wondrous Item,Bag of Beans,,Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,This heavy cloth bag contains 3d4 dry beans when found.,rare,wondrous,no,DMG,3
bag_of_devouring,Wondrous Item,Bag of Devouring,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,This bag resembles a Bag of Holding but is a feeding orifice for a gigantic extradimensional creature.,very rare,wondrous,no,DMG,4
bag_of_holding,Wondrous Item,Bag of Holding,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),1,"Bag of Holding [gp=2,500, rar=U, att=—, type=Aberration, comp=Hide]",This bag has an interior space considerably larger than its outside dimensions—roughly 2 feet square and 4 feet deep on the inside.,uncommon,wondrous,no,DMG,2
bag_of_tricks,Wondrous Item,Bag of Tricks,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This bag made from gray, rust, or tan cloth appears empty.",uncommon,wondrous,no,DMG,2
bead_of_force,Wondrous Item,Bead of Force,,Rare,,False,DMG 2024 (Magic Items A–Z PDF),0,,This small black sphere measures 3/4 of an inch in diameter and weighs an ounce.,rare,wondrous,no,DMG,3
bead_of_nourishment,Wondrous Item,Bead of Nourishment,,Common,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This flavorless, gelatinous bead dissolves on your tongue and provides as much nourishment as 1 day of Rations.",common,wondrous,no,DMG,1
bead_of_refreshment,Wondrous Item,Bead of Refreshment,,Common,,False,DMG 2024 (Magic Items A–Z PDF),0,,"This flavorless, gelatinous bead dissolves in liquid, transforming up to a pint of the liquid into fresh, cold drinking water.",common,wondrous,no,DMG,1
belt_of_dwarvenkind,Wondrous Item,Belt of Dwarvenkind,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"While wearing this belt, you gain the following benefits:",rare,wondrous,yes,DMG,3
book_of_exalted_deeds,Wondrous Item,Book of Exalted Deeds,,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,"The definitive treatise on all that is good in the multiverse, the Book of Exalted Deeds figures prominently in many religions.",artifact,wondrous,yes,DMG,5
book_of_vile_darkness,Wondrous Item,Book of Vile Darkness,,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),0,,The contents of this foul manuscript are the meat and drink of the wicked.,artifact,wondrous,yes,DMG,5
