item_id,name,category,subtype,rarity,attunement,consumable,source,allowed,notes,att_detail,rarity_norm,category_norm,attunement_norm,source_ref,power_band
gloves_of_thievery,Gloves of Thievery,Wondrous Item,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,These gloves are imperceptible while worn.,,uncommon,wondrous,no,DMG,2
goggles_of_night,Goggles of Night,Wondrous Item,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing these dark lenses, you have Darkvision out to 60 feet.",,uncommon,wondrous,no,DMG,2
hag_eye,Hag Eye,Wondrous Item,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,A Hag Eye has 3 charges.,,uncommon,wondrous,no,DMG,2
hammer_of_thunderbolts,Hammer of Thunderbolts,Weapon,Maul or Warhammer,Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),True,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,Requires Attunement,legendary,weapon,yes,DMG,5
hat_of_disguise,Hat of Disguise,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing this hat, you can cast the Disguise Self spell.",Requires Attunement,uncommon,wondrous,yes,DMG,2
hat_of_many_spells,Hat of Many Spells,Wondrous Item,,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,This pointed hat has the following properties.,Requires Attunement by a Wizard,very rare,wondrous,yes,DMG,4
hat_of_vermin,Hat of Vermin,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,This hat has 3 charges.,,common,wondrous,no,DMG,1
hat_of_wizardry,Hat of Wizardry,Wondrous Item,,Common,Required,False,DMG 2024 (Magic Items A–Z PDF),True,This cone-shaped hat is adorned with moons and stars.,Requires Attunement by a Wizard,common,wondrous,yes,DMG,1
headband_of_intellect,Headband of Intellect,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,Your Intelligence is 19 while you wear this headband.,Requires Attunement,uncommon,wondrous,yes,DMG,2
helm_of_brilliance,Helm of Brilliance,Wondrous Item,,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"This helm is set with 1d10 diamonds, 2d10 rubies, 3d10 fire opals, and 4d10 opals.",Requires Attunement,very rare,wondrous,yes,DMG,4
helm_of_comprehending_languages,Helm of Comprehending Languages,Wondrous Item,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing this helm, you can cast Comprehend Languages from it.",,uncommon,wondrous,no,DMG,2
helm_of_telepathy,Helm of Telepathy,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing this helm, you have telepathy with a range of 30 feet, and you can cast Detect Thoughts or Suggestion (save DC 13) from the helm.",Requires Attunement,uncommon,wondrous,yes,DMG,2
helm_of_teleportation,Helm of Teleportation,Wondrous Item,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,This helm has 3 charges.,Requires Attunement,rare,wondrous,yes,DMG,3
heward_s_handy_haversack,Heward’s Handy Haversack,Wondrous Item,,Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,"This backpack has a central pouch and two side pouches, each of which is an extradimensional space.",,rare,wondrous,no,DMG,3
heward_s_handy_spice_pouch,Heward’s Handy Spice Pouch,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,This belt pouch appears empty and has 10 charges.,,common,wondrous,no,DMG,1
holy_avenger,Holy Avenger,Weapon,Any Simple or Martial,Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),True,You gain a +3 bonus to attack rolls and damage rolls made with this magic weapon.,Requires Attunement by a Paladin,legendary,weapon,yes,DMG,5
horn_of_blasting,Horn of Blasting,Wondrous Item,,Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,"You can take a Magic action to blow the horn, which emits a thunderous blast in a 30-foot Cone that is audible out to 600 feet.",,rare,wondrous,no,DMG,3
horn_of_silent_alarm,Horn of Silent Alarm,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,"HELM OF TELEPORTATION, HEWARD’S HANDY HAVERSACK, HOLY AVENGER (GREATSWORD)",,common,wondrous,no,DMG,1
horn_of_valhalla,Horn of Valhalla,Wondrous Item,,"Rare (Silver; Brass), Very Rare (Bronze),; Legendary (Iron)",,False,DMG 2024 (Magic Items A–Z PDF),True,You can take a Magic action to blow this horn.,,legendary,wondrous,no,DMG,5
horseshoes_of_a_zephyr,Horseshoes of a Zephyr,Wondrous Item,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,These horseshoes come in a set of four.,,very rare,wondrous,no,DMG,4
horseshoes_of_speed,Horseshoes of Speed,Wondrous Item,,Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,These horseshoes come in a set of four.,,rare,wondrous,no,DMG,3
immovable_rod,Immovable Rod,Rod,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"HORN OF BLASTING, IMMOVABLE ROD, HORN OF VALHALLA",,uncommon,rod,no,DMG,2
instrument_of_illusions,Instrument of Illusions,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,"While you are playing this musical instrument, you can take a Magic action to create harmless,illusory visual effects within a 5-foot Emanation originating from the instrument.",,common,wondrous,no,DMG,1
instrument_of_scribing,Instrument of Scribing,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,This musical instrument has 3 charges and regains all expended charges daily at dawn.,,common,wondrous,no,DMG,1
iron_bands_of_bilarro,Iron Bands of Bilarro,Wondrous Item,,Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,This rusty iron sphere measures 3 inches in diameter and weighs 1 pound.,,rare,wondrous,no,DMG,3
iron_flask,Iron Flask,Wondrous Item,,Legendary,,False,DMG 2024 (Magic Items A–Z PDF),True,"While holding this brass-stoppered iron flask, you can take a Magic action to target a creature that you can see within 60 feet of yourself.",,legendary,wondrous,no,DMG,5
javelin_of_lightning,Javelin of Lightning,Weapon,Javelin,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"Each time you make an attack roll with this magic weapon and hit, you can have it deal Lightning damage instead of Piercing damage.",,uncommon,weapon,no,DMG,2
keoghtom_s_ointment,Keoghtom’s Ointment,Wondrous Item,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"This glass jar, 3 inches in diameter, contains 1d4 + 1 doses of a thick mixture that smells faintly of aloe.",,uncommon,wondrous,no,DMG,2
lantern_of_revealing,Lantern of Revealing,Wondrous Item,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"While lit, this hooded lantern burns for 6 hours on 1 pint of oil, shedding Bright Light in a 30-foot radius and Dim Light for an additional 30 feet.",,uncommon,wondrous,no,DMG,2
lock_of_trickery,Lock of Trickery,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,This lock appears to be an ordinary Lock (of the type described in chapter 6 of the Player’s Handbook) and comes with a single key.,,common,wondrous,no,DMG,1
luck_blade,Luck Blade,Weapon,"Glaive, Greatsword, Longsword, Rapier, Scimitar, Sickle, or Shortsword",Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),True,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,Requires Attunement,legendary,weapon,yes,DMG,5
lute_of_thunderous_thumping,Lute of Thunderous Thumping,Weapon,Club,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,This reinforced lute can be wielded as a magic Club that deals an extra 2d8 Thunder damage on a hit.,,very rare,weapon,no,DMG,4
mace_of_disruption,Mace of Disruption,Weapon,Mace,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"When you hit a Fiend or an Undead with this magic weapon, that creature takes an extra 2d6 Radiant damage.",Requires Attunement,rare,weapon,yes,DMG,3
mace_of_smiting,Mace of Smiting,Weapon,Mace,Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,You gain a +1 bonus to attack rolls and damage rolls made with this magic weapon.,,rare,weapon,no,DMG,3
mace_of_terror,Mace of Terror,Weapon,Mace,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,This magic weapon has 3 charges and regains 1d3 expended charges daily at dawn.,Requires Attunement,rare,weapon,yes,DMG,3
mantle_of_spell_resistance,Mantle of Spell Resistance,Wondrous Item,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,You have Advantage on saving throws against spells while you wear this cloak.,Requires Attunement,rare,wondrous,yes,DMG,3
manual_of_bodily_health,Manual of Bodily Health,Wondrous Item,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,"This book contains health and nutrition tips, and its words are charged with magic.",,very rare,wondrous,no,DMG,4
manual_of_gainful_exercise,Manual of Gainful Exercise,Wondrous Item,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,"This book describes fitness exercises, and its words are charged with magic.",,very rare,wondrous,no,DMG,4
manual_of_golems,Manual of Golems,Wondrous Item,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,This tome contains information and incantations necessary to make a particular type of golem.,,very rare,wondrous,no,DMG,4
manual_of_quickness_of_action,Manual of Quickness of Action,Wondrous Item,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,"This book contains coordination and balance exercises, and its words are charged with magic.",,very rare,wondrous,no,DMG,4
mariner_s_armor,Mariner’s Armor,Armor,"Any Light, Medium, or Heavy",Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing this armor, you have a Swim Speed equal to your Speed.",,uncommon,armor,no,DMG,2
medallion_of_thoughts,Medallion of Thoughts,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,The medallion has 5 charges.,Requires Attunement,uncommon,wondrous,yes,DMG,2
mirror_of_life_trapping,Mirror of Life Trapping,Wondrous Item,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,"When this 4-foot-tall, 2-foot-wide mirror is viewed indirectly, its surface shows faint images of creatures.",,very rare,wondrous,no,DMG,4
mithral_armor,Mithral Armor,Armor,"Any Medium or Heavy, Except Hide Armor",Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,"Mithral is a light, flexible metal.",,uncommon,armor,no,DMG,2
moonblade,Moonblade,Weapon,"Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Legendary,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"Of all the magic items created by elves, one of the most prized and jealously guarded is a Moonblade.",Requires Attunement by a Creature of the Weapon’s Choice,legendary,weapon,yes,DMG,5
moon_touched_sword,Moon-Touched Sword,Weapon,"Glaive, Greatsword, Longsword, Rapier, Scimitar, or Shortsword",Common,,False,DMG 2024 (Magic Items A–Z PDF),True,"In Darkness, the unsheathed blade of this weapon sheds moonlight, creating Bright Light in a 15-foot radius and Dim Light for an additional 15 feet.",,common,weapon,no,DMG,1
mystery_key,Mystery Key,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,A question mark is worked into the head of this key.,,common,wondrous,no,DMG,1
nature_s_mantle,Nature’s Mantle,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,This cloak shifts color and texture to blend with the terrain surrounding you.,Requires Attunement by a Druid or Ranger,uncommon,wondrous,yes,DMG,2
necklace_of_adaptation,Necklace of Adaptation,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing this necklace, you can breathe normally in any environment, and you have Advantage on saving throws made to avoid or end the Poisoned condition.",Requires Attunement,uncommon,wondrous,yes,DMG,2
necklace_of_fireballs,Necklace of Fireballs,Wondrous Item,,Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,This necklace has 1d6 + 3 beads hanging from it.,,rare,wondrous,no,DMG,3
necklace_of_prayer_beads,Necklace of Prayer Beads,Wondrous Item,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"This necklace has 1d4 + 2 magic beads made from aquamarine, black pearl, or topaz.","Requires Attunement by a Cleric, Druid, or Paladin",rare,wondrous,yes,DMG,3
nine_lives_stealer,Nine Lives Stealer,Weapon,Any Simple or Martial,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,You gain a +2 bonus to attack rolls and damage rolls made with this magic weapon.,Requires Attunement,very rare,weapon,yes,DMG,4
nolzur_s_marvelous_pigments,Nolzur’s Marvelous Pigments,Wondrous Item,,Very Rare,,False,DMG 2024 (Magic Items A–Z PDF),True,"ARTIST: CONCEPTOPOLIS, BRIAN VALEZA",,very rare,wondrous,no,DMG,4
oathbow,Oathbow,Weapon,Longbow or Shortbow,Very Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"When you nock an arrow on this bow, it whispers in Elvish, “Swift defeat to my enemies.” When you use this weapon to make a ranged attack, you can utter or sign the following command words:“Swift death to you who have wronged me.” The target of your attack becomes your sworn enemy until it dies or until dawn 7 days later.",Requires Attunement,very rare,weapon,yes,DMG,4
oil_of_etherealness,Oil of Etherealness,Potion,,Rare,,True,DMG 2024 (Magic Items A–Z PDF),True,"One vial of this oil can cover one Medium or smaller creature, along with the equipment it’s wearing and carrying (one additional vial is required for each size category above Medium).",,rare,potion,no,DMG,1
oil_of_sharpness,Oil of Sharpness,Potion,,Very Rare,,True,DMG 2024 (Magic Items A–Z PDF),True,"One vial of this oil can coat one Melee weapon or twenty pieces of ammunition, but only ammunition and Melee weapons that are nonmagical and deal Slashing or Piercing damage areaffected.",,very rare,potion,no,DMG,2
oil_of_slipperiness,Oil of Slipperiness,Potion,,Uncommon,,True,DMG 2024 (Magic Items A–Z PDF),True,"One vial of this oil can cover one Medium or smaller creature, along with the equipment it’s wearing and carrying (one additional vial is required for each size category above Medium).",,uncommon,potion,no,DMG,1
orb_of_direction,Orb of Direction,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,This orb can be used as an Arcane Focus.,,common,wondrous,no,DMG,1
orb_of_dragonkind,Orb of Dragonkind,Wondrous Item,,Artifact,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"Long ago, in the Dragonlance setting, elves and humans waged a terrible war against chromatic dragons.",Requires Attunement,artifact,wondrous,yes,DMG,5
orb_of_time,Orb of Time,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,This orb can be used as an Arcane Focus.,,common,wondrous,no,DMG,1
pearl_of_power,Pearl of Power,Wondrous Item,,Uncommon,Spellcaster Required,False,DMG 2024 (Magic Items A–Z PDF),True,"While this pearl is on your person, you can take a Magic action to regain one expended spell slot of level 3 or lower.",Requires Attunement by a Spellcaster,uncommon,wondrous,yes,DMG,2
perfume_of_bewitching,Perfume of Bewitching,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,"This tiny vial contains magic perfume, enough for one use.",,common,wondrous,no,DMG,1
periapt_of_health,Periapt of Health,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing this pendant, you can take a Magic action to regain 2d4 + 2 Hit Points.",Requires Attunement,uncommon,wondrous,yes,DMG,2
periapt_of_proof_against_poison,Periapt of Proof against Poison,Wondrous Item,,Rare,Required,False,DMG 2024 (Magic Items A–Z PDF),True,This delicate silver chain has a brilliant-cut black gem pendant.,Requires Attunement,rare,wondrous,yes,DMG,3
periapt_of_wound_closure,Periapt of Wound Closure,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"While wearing this pendant, you gain the following benefits.",Requires Attunement,uncommon,wondrous,yes,DMG,2
philter_of_love,Philter of Love,Potion,,Uncommon,,True,DMG 2024 (Magic Items A–Z PDF),True,"The next time you see a creature within 10 minutes after drinking this philter, you are charmed by that creature and have the Charmed condition for 1 hour.",,uncommon,potion,no,DMG,1
pipe_of_smoke_monsters,Pipe of Smoke Monsters,Wondrous Item,,Common,,False,DMG 2024 (Magic Items A–Z PDF),True,"While smoking this pipe, you can take a Magic action to exhale a puff of smoke that takes the form of a creature, such as a dragon, a flumph, or a slaad.",,common,wondrous,no,DMG,1
pipes_of_haunting,Pipes of Haunting,Wondrous Item,,Uncommon,,False,DMG 2024 (Magic Items A–Z PDF),True,These pipes have 3 charges and regain 1d3 expended charges daily at dawn.,,uncommon,wondrous,no,DMG,2
pipes_of_the_sewers,Pipes of the Sewers,Wondrous Item,,Uncommon,Required,False,DMG 2024 (Magic Items A–Z PDF),True,"While these pipes are on your person, ordinary rats and giant rats are Indifferent toward you and won’t attack you unless you threaten or harm them.",Requires Attunement,uncommon,wondrous,yes,DMG,2
